cropFileName,cropPath,subset,className,sourceImageFileName,sourceImageStem,xmlFileName,xmlStem,xmlFilenameField,xmlFilenameFieldStem,objectIndexInSourceImage,sourceImageObjectCount,sourceImageDistinctClassCount,hasXmlFilenameMismatch,duplicateGroupSize,isExactDuplicateImage,isCrossSplitDuplicateImage,originalXmin,originalYmin,originalXmax,originalYmax,cropXmin,cropYmin,cropXmax,cropYmax,cropWidth,cropHeight,cropArea,bboxWidth,bboxHeight,bboxArea
train__14__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__14__obj001__hide_craze.png,train,hide_craze,14.jpg,14,14.xml,14,14.jpg,14,1,2,2,0,1,0,0,170,910,272,972,170,910,272,972,102,62,6324,102,62,6324
train__140__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__140__obj001__hide_craze.png,train,hide_craze,140.jpg,140,140.xml,140,140.jpg,140,1,2,1,0,1,0,0,311,13,661,520,311,13,661,520,350,507,177450,350,507,177450
train__140__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__140__obj002__hide_craze.png,train,hide_craze,140.jpg,140,140.xml,140,140.jpg,140,2,2,1,0,1,0,0,681,527,1014,930,681,527,1014,930,333,403,134199,333,403,134199
train__144__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__144__obj001__hide_craze.png,train,hide_craze,144.jpg,144,144.xml,144,144.jpg,144,1,4,1,0,1,0,0,8,411,917,524,8,411,917,524,909,113,102717,909,113,102717
train__144__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__144__obj002__hide_craze.png,train,hide_craze,144.jpg,144,144.xml,144,144.jpg,144,2,4,1,0,1,0,0,83,281,125,478,83,281,125,478,42,197,8274,42,197,8274
train__144__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__144__obj003__hide_craze.png,train,hide_craze,144.jpg,144,144.xml,144,144.jpg,144,3,4,1,0,1,0,0,198,472,230,764,198,472,230,764,32,292,9344,32,292,9344
train__144__obj004__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__144__obj004__hide_craze.png,train,hide_craze,144.jpg,144,144.xml,144,144.jpg,144,4,4,1,0,1,0,0,808,252,853,413,808,252,853,413,45,161,7245,45,161,7245
train__147__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__147__obj001__hide_craze.png,train,hide_craze,147.jpg,147,147.xml,147,147.jpg,147,1,1,1,0,1,0,0,339,505,402,847,339,505,402,847,63,342,21546,63,342,21546
train__148__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__148__obj001__hide_craze.png,train,hide_craze,148.jpg,148,148.xml,148,148.jpg,148,1,2,1,0,1,0,0,516,869,602,999,516,869,602,999,86,130,11180,86,130,11180
train__148__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__148__obj002__hide_craze.png,train,hide_craze,148.jpg,148,148.xml,148,148.jpg,148,2,2,1,0,1,0,0,531,381,647,516,531,381,647,516,116,135,15660,116,135,15660
train__151__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__151__obj001__hide_craze.png,train,hide_craze,151.jpg,151,151.xml,151,151.jpg,151,1,1,1,0,1,0,0,614,406,661,885,614,406,661,885,47,479,22513,47,479,22513
train__171__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__171__obj001__hide_craze.png,train,hide_craze,171.jpg,171,171.xml,171,171.jpg,171,1,2,1,0,1,0,0,58,475,186,1011,58,475,186,1011,128,536,68608,128,536,68608
train__171__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__171__obj002__hide_craze.png,train,hide_craze,171.jpg,171,171.xml,171,171.jpg,171,2,2,1,0,1,0,0,176,94,336,484,176,94,336,484,160,390,62400,160,390,62400
train__185__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__185__obj001__hide_craze.png,train,hide_craze,185.jpg,185,185.xml,185,185.jpg,185,1,2,1,0,1,0,0,122,474,314,497,122,474,314,497,192,23,4416,192,23,4416
train__185__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__185__obj002__hide_craze.png,train,hide_craze,185.jpg,185,185.xml,185,185.jpg,185,2,2,1,0,1,0,0,398,474,750,502,398,474,750,502,352,28,9856,352,28,9856
train__192__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__192__obj001__hide_craze.png,train,hide_craze,192.jpg,192,192.xml,192,192.jpg,192,1,3,2,0,1,0,0,539,517,600,539,539,517,600,539,61,22,1342,61,22,1342
train__192__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__192__obj002__hide_craze.png,train,hide_craze,192.jpg,192,192.xml,192,192.jpg,192,2,3,2,0,1,0,0,616,493,989,543,616,493,989,543,373,50,18650,373,50,18650
train__220__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__220__obj001__hide_craze.png,train,hide_craze,220.jpg,220,220.xml,220,220.jpg,220,1,2,1,0,1,0,0,253,524,531,874,253,524,531,874,278,350,97300,278,350,97300
train__220__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__220__obj002__hide_craze.png,train,hide_craze,220.jpg,220,220.xml,220,220.jpg,220,2,2,1,0,1,0,0,545,116,711,527,545,116,711,527,166,411,68226,166,411,68226
train__237__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__237__obj001__hide_craze.png,train,hide_craze,237.jpg,237,237.xml,237,237.jpg,237,1,2,2,0,1,0,0,359,444,664,492,359,444,664,492,305,48,14640,305,48,14640
train__240__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__240__obj001__hide_craze.png,train,hide_craze,240.jpg,240,240.xml,240,240.jpg,240,1,4,1,0,1,0,0,6,708,173,889,6,708,173,889,167,181,30227,167,181,30227
train__240__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__240__obj002__hide_craze.png,train,hide_craze,240.jpg,240,240.xml,240,240.jpg,240,2,4,1,0,1,0,0,314,472,358,703,314,472,358,703,44,231,10164,44,231,10164
train__240__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__240__obj003__hide_craze.png,train,hide_craze,240.jpg,240,240.xml,240,240.jpg,240,3,4,1,0,1,0,0,511,610,1016,666,511,610,1016,666,505,56,28280,505,56,28280
train__240__obj004__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__240__obj004__hide_craze.png,train,hide_craze,240.jpg,240,240.xml,240,240.jpg,240,4,4,1,0,1,0,0,539,664,580,853,539,664,580,853,41,189,7749,41,189,7749
train__241__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__241__obj001__hide_craze.png,train,hide_craze,241.jpg,241,241.xml,241,241.jpg,241,1,1,1,0,1,0,0,614,813,797,852,614,813,797,852,183,39,7137,183,39,7137
train__244__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__244__obj001__hide_craze.png,train,hide_craze,244.jpg,244,244.xml,244,244.jpg,244,1,1,1,0,1,0,0,725,411,866,472,725,411,866,472,141,61,8601,141,61,8601
train__25__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__25__obj001__hide_craze.png,train,hide_craze,25.jpg,25,25.xml,25,25.jpg,25,1,1,1,0,1,0,0,356,3,459,1013,356,3,459,1013,103,1010,104030,103,1010,104030
train__256__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__256__obj001__hide_craze.png,train,hide_craze,256.jpg,256,256.xml,256,256.jpg,256,1,6,2,0,1,0,0,219,291,336,463,219,291,336,463,117,172,20124,117,172,20124
train__256__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__256__obj002__hide_craze.png,train,hide_craze,256.jpg,256,256.xml,256,256.jpg,256,2,6,2,0,1,0,0,270,116,648,353,270,116,648,353,378,237,89586,378,237,89586
train__256__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__256__obj003__hide_craze.png,train,hide_craze,256.jpg,256,256.xml,256,256.jpg,256,3,6,2,0,1,0,0,511,372,834,511,511,372,834,511,323,139,44897,323,139,44897
train__256__obj004__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__256__obj004__hide_craze.png,train,hide_craze,256.jpg,256,256.xml,256,256.jpg,256,4,6,2,0,1,0,0,511,650,683,813,511,650,683,813,172,163,28036,172,163,28036
train__256__obj005__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__256__obj005__hide_craze.png,train,hide_craze,256.jpg,256,256.xml,256,256.jpg,256,5,6,2,0,1,0,0,545,533,636,669,545,533,636,669,91,136,12376,91,136,12376
train__262__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__262__obj001__hide_craze.png,train,hide_craze,262.jpg,262,262.xml,262,262.jpg,262,1,1,1,0,1,0,0,308,16,350,1019,308,16,350,1019,42,1003,42126,42,1003,42126
train__268__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__268__obj001__hide_craze.png,train,hide_craze,268.jpg,268,268.xml,268,268.jpg,268,1,2,1,0,1,0,0,89,463,383,506,89,463,383,506,294,43,12642,294,43,12642
train__268__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__268__obj002__hide_craze.png,train,hide_craze,268.jpg,268,268.xml,268,268.jpg,268,2,2,1,0,1,0,0,689,355,986,422,689,355,986,422,297,67,19899,297,67,19899
train__279__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__279__obj001__hide_craze.png,train,hide_craze,279.jpg,279,279.xml,279,279.jpg,279,1,1,1,0,1,0,0,12,458,978,566,12,458,978,566,966,108,104328,966,108,104328
train__28__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__28__obj001__hide_craze.png,train,hide_craze,28.jpg,28,28.xml,28,28.jpg,28,1,1,1,0,1,0,0,523,599,559,985,523,599,559,985,36,386,13896,36,386,13896
train__280__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__280__obj001__hide_craze.png,train,hide_craze,280.jpg,280,280.xml,280,280.jpg,280,1,1,1,0,1,0,0,422,3,486,88,422,3,486,88,64,85,5440,64,85,5440
train__281__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__281__obj001__hide_craze.png,train,hide_craze,281.jpg,281,281.xml,281,281.jpg,281,1,2,1,0,1,0,0,416,222,912,272,416,222,912,272,496,50,24800,496,50,24800
train__281__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__281__obj002__hide_craze.png,train,hide_craze,281.jpg,281,281.xml,281,281.jpg,281,2,2,1,0,1,0,0,856,2,995,1013,856,2,995,1013,139,1011,140529,139,1011,140529
train__283__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__283__obj001__hide_craze.png,train,hide_craze,283.jpg,283,283.xml,283,283.jpg,283,1,2,2,0,1,0,0,48,594,486,649,48,594,486,649,438,55,24090,438,55,24090
train__286__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__286__obj001__hide_craze.png,train,hide_craze,286.jpg,286,286.xml,286,286.jpg,286,1,1,1,0,1,0,0,8,410,787,605,8,410,787,605,779,195,151905,779,195,151905
train__29__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__29__obj001__hide_craze.png,train,hide_craze,29.jpg,29,29.xml,29,29.jpg,29,1,1,1,0,1,0,0,67,210,159,328,67,210,159,328,92,118,10856,92,118,10856
train__293__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__293__obj001__hide_craze.png,train,hide_craze,293.jpg,293,293.xml,293,293.jpg,293,1,1,1,0,1,0,0,409,489,566,630,409,489,566,630,157,141,22137,157,141,22137
train__299__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__299__obj001__hide_craze.png,train,hide_craze,299.jpg,299,299.xml,299,299.jpg,299,1,5,2,0,1,0,0,1,138,217,491,1,138,217,491,216,353,76248,216,353,76248
train__299__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__299__obj002__hide_craze.png,train,hide_craze,299.jpg,299,299.xml,299,299.jpg,299,2,5,2,0,1,0,0,181,1,764,278,181,1,764,278,583,277,161491,583,277,161491
train__299__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__299__obj003__hide_craze.png,train,hide_craze,299.jpg,299,299.xml,299,299.jpg,299,3,5,2,0,1,0,0,511,741,773,1024,511,741,773,1024,262,283,74146,262,283,74146
train__299__obj004__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__299__obj004__hide_craze.png,train,hide_craze,299.jpg,299,299.xml,299,299.jpg,299,4,5,2,0,1,0,0,566,535,716,761,566,535,716,761,150,226,33900,150,226,33900
train__308__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__308__obj001__hide_craze.png,train,hide_craze,308.jpg,308,308.xml,308,308.jpg,308,1,2,1,0,1,0,0,370,563,477,752,370,563,477,752,107,189,20223,107,189,20223
train__308__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__308__obj002__hide_craze.png,train,hide_craze,308.jpg,308,308.xml,308,308.jpg,308,2,2,1,0,1,0,0,603,183,728,385,603,183,728,385,125,202,25250,125,202,25250
train__309__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__309__obj001__hide_craze.png,train,hide_craze,309.jpg,309,309.xml,309,309.jpg,309,1,1,1,0,1,0,0,841,817,898,972,841,817,898,972,57,155,8835,57,155,8835
train__320__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__320__obj001__hide_craze.png,train,hide_craze,320.jpg,320,320.xml,320,320.jpg,320,1,2,1,0,1,0,0,6,227,500,324,6,227,500,324,494,97,47918,494,97,47918
train__320__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__320__obj002__hide_craze.png,train,hide_craze,320.jpg,320,320.xml,320,320.jpg,320,2,2,1,0,1,0,0,517,313,878,385,517,313,878,385,361,72,25992,361,72,25992
train__329__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__329__obj001__hide_craze.png,train,hide_craze,329.jpg,329,329.xml,329,329.jpg,329,1,1,1,0,1,0,0,600,16,706,1016,600,16,706,1016,106,1000,106000,106,1000,106000
train__34__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__34__obj001__hide_craze.png,train,hide_craze,34.jpg,34,34.xml,34,34.jpg,34,1,2,2,0,1,0,0,436,716,869,785,436,716,869,785,433,69,29877,433,69,29877
train__341__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__341__obj001__hide_craze.png,train,hide_craze,341.jpg,341,341.xml,341,341.jpg,341,1,2,1,0,1,0,0,2,217,459,317,2,217,459,317,457,100,45700,457,100,45700
train__341__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__341__obj002__hide_craze.png,train,hide_craze,341.jpg,341,341.xml,341,341.jpg,341,2,2,1,0,1,0,0,472,306,847,375,472,306,847,375,375,69,25875,375,69,25875
train__345__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__345__obj001__hide_craze.png,train,hide_craze,345.jpg,345,345.xml,345,345.jpg,345,1,2,2,0,1,0,0,439,314,483,714,439,314,483,714,44,400,17600,44,400,17600
train__350__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__350__obj001__hide_craze.png,train,hide_craze,350.jpg,350,350.xml,350,350.jpg,350,1,1,1,0,1,0,0,478,370,544,685,478,370,544,685,66,315,20790,66,315,20790
train__351__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__351__obj002__hide_craze.png,train,hide_craze,351.jpg,351,351.xml,351,351.jpg,351,2,3,2,0,1,0,0,103,610,609,827,103,610,609,827,506,217,109802,506,217,109802
train__351__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__351__obj003__hide_craze.png,train,hide_craze,351.jpg,351,351.xml,351,351.jpg,351,3,3,2,0,1,0,0,108,338,167,608,108,338,167,608,59,270,15930,59,270,15930
train__36__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__36__obj001__hide_craze.png,train,hide_craze,36.jpg,36,36.xml,36,36.jpg,36,1,2,1,0,1,0,0,147,20,533,631,147,20,533,631,386,611,235846,386,611,235846
train__36__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__36__obj002__hide_craze.png,train,hide_craze,36.jpg,36,36.xml,36,36.jpg,36,2,2,1,0,1,0,0,695,463,1020,708,695,463,1020,708,325,245,79625,325,245,79625
train__361__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__361__obj001__hide_craze.png,train,hide_craze,361.jpg,361,361.xml,361,361.jpg,361,1,2,1,0,1,0,0,1,222,475,317,1,222,475,317,474,95,45030,474,95,45030
train__361__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__361__obj002__hide_craze.png,train,hide_craze,361.jpg,361,361.xml,361,361.jpg,361,2,2,1,0,1,0,0,487,306,859,378,487,306,859,378,372,72,26784,372,72,26784
train__364__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__364__obj001__hide_craze.png,train,hide_craze,364.jpg,364,364.xml,364,364.jpg,364,1,1,1,0,1,0,0,287,10,350,867,287,10,350,867,63,857,53991,63,857,53991
train__372__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__372__obj001__hide_craze.png,train,hide_craze,372.jpg,372,372.xml,372,372.jpg,372,1,1,1,0,1,0,0,56,647,634,702,56,647,634,702,578,55,31790,578,55,31790
train__374__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__374__obj001__hide_craze.png,train,hide_craze,374.jpg,374,374.xml,374,374.jpg,374,1,1,1,0,1,0,0,489,433,820,725,489,433,820,725,331,292,96652,331,292,96652
train__376__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__376__obj002__hide_craze.png,train,hide_craze,376.jpg,376,376.xml,376,376.jpg,376,2,3,2,0,1,0,0,352,216,387,389,352,216,387,389,35,173,6055,35,173,6055
train__376__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__376__obj003__hide_craze.png,train,hide_craze,376.jpg,376,376.xml,376,376.jpg,376,3,3,2,0,1,0,0,366,397,831,533,366,397,831,533,465,136,63240,465,136,63240
train__38__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__38__obj001__hide_craze.png,train,hide_craze,38.jpg,38,38.xml,38,38.jpg,38,1,1,1,0,1,0,0,603,5,644,385,603,5,644,385,41,380,15580,41,380,15580
train__398__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__398__obj002__hide_craze.png,train,hide_craze,398.jpg,398,398.xml,398,398.jpg,398,2,3,2,0,1,0,0,253,206,286,395,253,206,286,395,33,189,6237,33,189,6237
train__398__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__398__obj003__hide_craze.png,train,hide_craze,398.jpg,398,398.xml,398,398.jpg,398,3,3,2,0,1,0,0,269,405,662,527,269,405,662,527,393,122,47946,393,122,47946
train__409__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__409__obj001__hide_craze.png,train,hide_craze,409.jpg,409,409.xml,409,409.jpg,409,1,1,1,0,1,0,0,303,708,537,792,303,708,537,792,234,84,19656,234,84,19656
train__41__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__41__obj001__hide_craze.png,train,hide_craze,41.jpg,41,41.xml,41,41.jpg,41,1,1,1,0,1,0,0,400,630,977,666,400,630,977,666,577,36,20772,577,36,20772
train__417__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__417__obj001__hide_craze.png,train,hide_craze,417.jpg,417,417.xml,417,417.jpg,417,1,1,1,0,1,0,0,534,752,694,892,534,752,694,892,160,140,22400,160,140,22400
train__422__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__422__obj001__hide_craze.png,train,hide_craze,422.jpg,422,422.xml,422,422.jpg,422,1,2,1,0,1,0,0,131,470,369,492,131,470,369,492,238,22,5236,238,22,5236
train__422__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__422__obj002__hide_craze.png,train,hide_craze,422.jpg,422,422.xml,422,422.jpg,422,2,2,1,0,1,0,0,441,475,825,500,441,475,825,500,384,25,9600,384,25,9600
train__423__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__423__obj002__hide_craze.png,train,hide_craze,423.jpg,423,423.xml,423,423.jpg,423,2,2,2,0,1,0,0,395,905,420,1022,395,905,420,1022,25,117,2925,25,117,2925
train__424__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__424__obj001__hide_craze.png,train,hide_craze,424.jpg,424,424.xml,424,424.jpg,424,1,3,2,0,1,0,0,152,83,684,367,152,83,684,367,532,284,151088,532,284,151088
train__424__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__424__obj002__hide_craze.png,train,hide_craze,424.jpg,424,424.xml,424,424.jpg,424,2,3,2,0,1,0,0,178,525,292,664,178,525,292,664,114,139,15846,114,139,15846
train__426__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__426__obj001__hide_craze.png,train,hide_craze,426.jpg,426,426.xml,426,426.jpg,426,1,1,1,0,1,0,0,417,244,531,378,417,244,531,378,114,134,15276,114,134,15276
train__436__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__436__obj002__hide_craze.png,train,hide_craze,436.jpg,436,436.xml,436,436.jpg,436,2,2,2,0,1,0,0,650,538,1024,619,650,538,1024,619,374,81,30294,374,81,30294
train__439__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/hide_craze/train__439__obj001__hide_craze.png,train,hide_craze,439.jpg,439,439.xml,439,439.jpg,439,1,1,1,0,1,0,0,273,460,528,856,273,460,528,856,255,396,100980,255,396,100980
