xmlFileName,xmlStem,sourceImageFileName,sourceImageStem,xmlFilenameField,xmlFilenameFieldStem,isXmlFilenameMismatch,className,pose,truncated,difficult,imageWidth,imageHeight,xmin,ymin,xmax,ymax,bboxWidth,bboxHeight,bboxArea,isValidBbox
294.xml,294,294.jpg,294,294.jpg,294,0,corrosion,Unspecified,0,0,1024,1024,14,478,1014,963,1000,485,485000,1
295.xml,295,295.jpg,295,295.jpg,295,0,surface_injure,Unspecified,0,0,1024,1024,5,550,375,958,370,408,150960,1
295.xml,295,295.jpg,295,295.jpg,295,0,surface_injure,Unspecified,0,0,1024,1024,398,452,1011,735,613,283,173479,1
296.xml,296,296.jpg,296,296.jpg,296,0,craze,Unspecified,0,0,1024,1024,202,263,817,585,615,322,198030,1
297.xml,297,297.jpg,297,297.jpg,297,0,crack,Unspecified,0,0,1024,1024,327,344,406,563,79,219,17301,1
297.xml,297,297.jpg,297,297.jpg,297,0,crack,Unspecified,0,0,1024,1024,592,200,794,477,202,277,55954,1
298.xml,298,298.jpg,298,298.jpg,298,0,corrosion,Unspecified,0,0,1024,1024,461,533,644,1017,183,484,88572,1
298.xml,298,298.jpg,298,298.jpg,298,0,corrosion,Unspecified,0,0,1024,1024,480,13,659,520,179,507,90753,1
299.xml,299,299.jpg,299,299.jpg,299,0,hide_craze,Unspecified,1,0,1024,1024,1,138,217,491,216,353,76248,1
299.xml,299,299.jpg,299,299.jpg,299,0,hide_craze,Unspecified,1,0,1024,1024,181,1,764,278,583,277,161491,1
299.xml,299,299.jpg,299,299.jpg,299,0,hide_craze,Unspecified,1,0,1024,1024,511,741,773,1024,262,283,74146,1
299.xml,299,299.jpg,299,299.jpg,299,0,hide_craze,Unspecified,0,0,1024,1024,566,535,716,761,150,226,33900,1
299.xml,299,299.jpg,299,299.jpg,299,0,surface_injure,Unspecified,0,0,1024,1024,230,360,547,713,317,353,111901,1
3.xml,3,3.jpg,3,3.jpg,3,0,corrosion,Unspecified,0,0,1024,1024,767,27,887,1016,120,989,118680,1
30.xml,30,30.jpg,30,30.jpg,30,0,craze,Unspecified,0,0,1024,1024,225,22,494,211,269,189,50841,1
30.xml,30,30.jpg,30,30.jpg,30,0,craze,Unspecified,0,0,1024,1024,509,194,1012,645,503,451,226853,1
300.xml,300,300.jpg,300,300.jpg,300,0,hide_craze,Unspecified,0,0,1024,1024,589,20,678,1016,89,996,88644,1
301.xml,301,301.jpg,301,301.jpg,301,0,surface_injure,Unspecified,0,0,1024,1024,373,703,1020,841,647,138,89286,1
302.xml,302,302.jpg,302,302.jpg,302,0,corrosion,Unspecified,0,0,1024,1024,395,553,559,1005,164,452,74128,1
302.xml,302,302.jpg,302,302.jpg,302,0,corrosion,Unspecified,0,0,1024,1024,456,195,553,545,97,350,33950,1
303.xml,303,303.jpg,303,303.jpg,303,0,craze,Unspecified,0,0,1024,1024,64,242,289,519,225,277,62325,1
303.xml,303,303.jpg,303,303.jpg,303,0,craze,Unspecified,0,0,1024,1024,317,127,1023,881,706,754,532324,1
304.xml,304,304.jpg,304,304.jpg,304,0,thunderstrike,Unspecified,0,0,1024,1024,434,502,652,880,218,378,82404,1
305.xml,305,305.jpg,305,305.jpg,305,0,crack,Unspecified,0,0,1024,1024,275,389,323,591,48,202,9696,1
305.xml,305,305.jpg,305,305.jpg,305,0,crack,Unspecified,0,0,1024,1024,419,263,569,530,150,267,40050,1
306.xml,306,306.jpg,306,306.jpg,306,0,craze,Unspecified,0,0,1024,1024,284,372,686,514,402,142,57084,1
307.xml,307,307.jpg,307,307.jpg,307,0,corrosion,Unspecified,0,0,1024,1024,459,528,653,1010,194,482,93508,1
307.xml,307,307.jpg,307,307.jpg,307,0,corrosion,Unspecified,0,0,1024,1024,489,20,658,513,169,493,83317,1
308.xml,308,308.jpg,308,308.jpg,308,0,hide_craze,Unspecified,0,0,1024,1024,370,563,477,752,107,189,20223,1
308.xml,308,308.jpg,308,308.jpg,308,0,hide_craze,Unspecified,0,0,1024,1024,603,183,728,385,125,202,25250,1
309.xml,309,309.jpg,309,309.jpg,309,0,hide_craze,Unspecified,0,0,1024,1024,841,817,898,972,57,155,8835,1
31.xml,31,31.jpg,31,31.jpg,31,0,surface_injure,Unspecified,1,0,1024,1024,1,441,141,686,140,245,34300,1
31.xml,31,31.jpg,31,31.jpg,31,0,surface_injure,Unspecified,0,0,1024,1024,136,358,628,517,492,159,78228,1
310.xml,310,310.jpg,310,310.jpg,310,0,crack,Unspecified,0,0,1024,1024,431,38,541,619,110,581,63910,1
311.xml,311,311.jpg,311,311.jpg,311,0,surface_injure,Unspecified,0,0,1024,1024,173,445,208,492,35,47,1645,1
311.xml,311,311.jpg,311,311.jpg,311,0,surface_injure,Unspecified,0,0,1024,1024,316,606,342,638,26,32,832,1
311.xml,311,311.jpg,311,311.jpg,311,0,surface_injure,Unspecified,0,0,1024,1024,319,481,372,525,53,44,2332,1
311.xml,311,311.jpg,311,311.jpg,311,0,surface_injure,Unspecified,0,0,1024,1024,444,561,481,597,37,36,1332,1
311.xml,311,311.jpg,311,311.jpg,311,0,surface_injure,Unspecified,0,0,1024,1024,558,506,639,630,81,124,10044,1
311.xml,311,311.jpg,311,311.jpg,311,0,surface_injure,Unspecified,0,0,1024,1024,712,574,830,691,118,117,13806,1
312.xml,312,312.jpg,312,312.jpg,312,0,craze,Unspecified,0,0,1024,1024,395,58,703,495,308,437,134596,1
312.xml,312,312.jpg,312,312.jpg,312,0,craze,Unspecified,0,0,1024,1024,562,520,627,1013,65,493,32045,1
313.xml,313,313.jpg,313,313.jpg,313,0,corrosion,Unspecified,0,0,1024,1024,159,324,528,428,369,104,38376,1
313.xml,313,313.jpg,313,313.jpg,313,0,corrosion,Unspecified,0,0,1024,1024,542,270,908,374,366,104,38064,1
314.xml,314,314.jpg,314,314.jpg,314,0,surface_injure,Unspecified,0,0,1024,1024,523,699,627,972,104,273,28392,1
314.xml,314,314.jpg,314,314.jpg,314,0,surface_injure,Unspecified,0,0,1024,1024,609,594,655,667,46,73,3358,1
315.xml,315,315.jpg,315,315.jpg,315,0,crack,Unspecified,0,0,1024,1024,377,367,753,574,376,207,77832,1
316.xml,316,316.jpg,316,316.jpg,316,0,thunderstrike,Unspecified,0,0,1024,1024,550,283,722,536,172,253,43516,1
317.xml,317,317.jpg,317,317.jpg,317,0,corrosion,Unspecified,0,0,1024,1024,48,153,517,644,469,491,230279,1
317.xml,317,317.jpg,317,317.jpg,317,0,corrosion,Unspecified,0,0,1024,1024,558,6,983,411,425,405,172125,1
318.xml,318,318.jpg,318,318.jpg,318,0,crack,Unspecified,0,0,1024,1024,684,261,773,764,89,503,44767,1
319.xml,319,319.jpg,319,319.jpg,319,0,craze,Unspecified,0,0,1024,1024,12,6,255,192,243,186,45198,1
319.xml,319,319.jpg,319,319.jpg,319,0,craze,Unspecified,0,0,1024,1024,267,175,569,553,302,378,114156,1
319.xml,319,319.jpg,319,319.jpg,319,0,craze,Unspecified,0,0,1024,1024,598,481,992,872,394,391,154054,1
32.xml,32,32.jpg,32,32.jpg,32,0,thunderstrike,Unspecified,0,0,1024,1024,58,558,527,849,469,291,136479,1
32.xml,32,32.jpg,32,32.jpg,32,0,thunderstrike,Unspecified,0,0,1024,1024,739,692,987,975,248,283,70184,1
320.xml,320,320.jpg,320,320.jpg,320,0,hide_craze,Unspecified,0,0,1024,1024,6,227,500,324,494,97,47918,1
320.xml,320,320.jpg,320,320.jpg,320,0,hide_craze,Unspecified,0,0,1024,1024,517,313,878,385,361,72,25992,1
321.xml,321,321.jpg,321,321.jpg,321,0,corrosion,Unspecified,0,0,1024,1024,500,8,873,1008,373,1000,373000,1
322.xml,322,322.jpg,322,322.jpg,322,0,corrosion,Unspecified,0,0,1024,1024,402,30,656,989,254,959,243586,1
323.xml,323,323.jpg,323,323.jpg,323,0,corrosion,Unspecified,0,0,1024,1024,173,752,356,875,183,123,22509,1
324.xml,324,324.jpg,324,324.jpg,324,0,surface_injure,Unspecified,0,0,1024,1024,492,710,811,794,319,84,26796,1
325.xml,325,325.jpg,325,325.jpg,325,0,surface_injure,Unspecified,0,0,1024,1024,106,756,344,875,238,119,28322,1
325.xml,325,325.jpg,325,325.jpg,325,0,surface_injure,Unspecified,0,0,1024,1024,211,406,622,735,411,329,135219,1
325.xml,325,325.jpg,325,325.jpg,325,0,surface_injure,Unspecified,0,0,1024,1024,502,27,828,395,326,368,119968,1
326.xml,326,326.jpg,326,326.jpg,326,0,craze,Unspecified,0,0,1024,1024,13,324,403,465,390,141,54990,1
326.xml,326,326.jpg,326,326.jpg,326,0,surface_injure,Unspecified,0,0,1024,1024,418,314,540,373,122,59,7198,1
327.xml,327,327.jpg,327,327.jpg,327,0,surface_injure,Unspecified,0,0,1024,1024,312,455,647,922,335,467,156445,1
328.xml,328,328.jpg,328,328.jpg,328,0,surface_injure,Unspecified,0,0,1024,1024,169,447,212,491,43,44,1892,1
328.xml,328,328.jpg,328,328.jpg,328,0,surface_injure,Unspecified,0,0,1024,1024,314,480,372,527,58,47,2726,1
328.xml,328,328.jpg,328,328.jpg,328,0,surface_injure,Unspecified,0,0,1024,1024,320,608,341,636,21,28,588,1
328.xml,328,328.jpg,328,328.jpg,328,0,surface_injure,Unspecified,0,0,1024,1024,444,556,481,602,37,46,1702,1
328.xml,328,328.jpg,328,328.jpg,328,0,surface_injure,Unspecified,0,0,1024,1024,559,506,633,625,74,119,8806,1
328.xml,328,328.jpg,328,328.jpg,328,0,surface_injure,Unspecified,0,0,1024,1024,717,583,834,695,117,112,13104,1
329.xml,329,329.jpg,329,329.jpg,329,0,hide_craze,Unspecified,0,0,1024,1024,600,16,706,1016,106,1000,106000,1
33.xml,33,33.jpg,33,33.jpg,33,0,crack,Unspecified,0,0,1024,1024,259,341,300,560,41,219,8979,1
33.xml,33,33.jpg,33,33.jpg,33,0,crack,Unspecified,0,0,1024,1024,453,202,619,478,166,276,45816,1
330.xml,330,330.jpg,330,330.jpg,330,0,craze,Unspecified,0,0,1024,1024,309,22,786,466,477,444,211788,1
331.xml,331,331.jpg,331,331.jpg,331,0,surface_injure,Unspecified,0,0,1024,1024,175,467,278,538,103,71,7313,1
331.xml,331,331.jpg,331,331.jpg,331,0,surface_injure,Unspecified,0,0,1024,1024,183,683,228,727,45,44,1980,1
331.xml,331,331.jpg,331,331.jpg,331,0,surface_injure,Unspecified,0,0,1024,1024,406,588,464,666,58,78,4524,1
331.xml,331,331.jpg,331,331.jpg,331,0,surface_injure,Unspecified,0,0,1024,1024,586,508,722,705,136,197,26792,1
331.xml,331,331.jpg,331,331.jpg,331,0,surface_injure,Unspecified,1,0,1024,1024,848,616,1024,810,176,194,34144,1
332.xml,332,332.jpg,332,332.jpg,332,0,surface_injure,Unspecified,0,0,1024,1024,306,86,1017,294,711,208,147888,1
333.xml,333,333.jpg,333,333.jpg,333,0,thunderstrike,Unspecified,0,0,1024,1024,103,163,258,460,155,297,46035,1
334.xml,334,334.jpg,334,334.jpg,334,0,surface_injure,Unspecified,0,0,1024,1024,839,886,894,933,55,47,2585,1
335.xml,335,335.jpg,335,335.jpg,335,0,crack,Unspecified,0,0,1024,1024,567,42,798,394,231,352,81312,1
336.xml,336,336.jpg,336,336.jpg,336,0,thunderstrike,Unspecified,0,0,1024,1024,655,499,708,599,53,100,5300,1
337.xml,337,337.jpg,337,337.jpg,337,0,surface_injure,Unspecified,0,0,1024,1024,303,16,591,336,288,320,92160,1
338.xml,338,338.jpg,338,338.jpg,338,0,crack,Unspecified,0,0,1024,1024,481,219,819,400,338,181,61178,1
339.xml,339,339.jpg,339,339.jpg,339,0,corrosion,Unspecified,0,0,1024,1024,17,488,917,580,900,92,82800,1
34.xml,34,34.jpg,34,34.jpg,34,0,hide_craze,Unspecified,0,0,1024,1024,436,716,869,785,433,69,29877,1
34.xml,34,34.jpg,34,34.jpg,34,0,surface_injure,Unspecified,0,0,1024,1024,91,803,142,861,51,58,2958,1
340.xml,340,340.jpg,340,340.jpg,340,0,corrosion,Unspecified,0,0,1024,1024,2,217,412,317,410,100,41000,1
340.xml,340,340.jpg,340,340.jpg,340,0,corrosion,Unspecified,0,0,1024,1024,428,281,881,428,453,147,66591,1
341.xml,341,341.jpg,341,341.jpg,341,0,hide_craze,Unspecified,0,0,1024,1024,2,217,459,317,457,100,45700,1
341.xml,341,341.jpg,341,341.jpg,341,0,hide_craze,Unspecified,0,0,1024,1024,472,306,847,375,375,69,25875,1
342.xml,342,342.jpg,342,342.jpg,342,0,surface_injure,Unspecified,0,0,1024,1024,97,236,314,553,217,317,68789,1
343.xml,343,343.jpg,343,343.jpg,343,0,surface_injure,Unspecified,0,0,1024,1024,177,464,811,550,634,86,54524,1
344.xml,344,344.jpg,344,344.jpg,344,0,crack,Unspecified,0,0,1024,1024,741,10,844,367,103,357,36771,1
345.xml,345,345.jpg,345,345.jpg,345,0,hide_craze,Unspecified,0,0,1024,1024,439,314,483,714,44,400,17600,1
345.xml,345,345.jpg,345,345.jpg,345,0,surface_injure,Unspecified,0,0,1024,1024,495,863,533,910,38,47,1786,1
346.xml,346,346.jpg,346,346.jpg,346,0,corrosion,Unspecified,0,0,1024,1024,389,10,764,1022,375,1012,379500,1
347.xml,347,347.jpg,347,347.jpg,347,0,craze,Unspecified,0,0,1024,1024,502,130,920,999,418,869,363242,1
348.xml,348,348.jpg,348,348.jpg,348,0,crack,Unspecified,0,0,1024,1024,253,335,314,566,61,231,14091,1
348.xml,348,348.jpg,348,348.jpg,348,0,crack,Unspecified,0,0,1024,1024,445,194,623,491,178,297,52866,1
349.xml,349,349.jpg,349,349.jpg,349,0,crack,Unspecified,0,0,1024,1024,437,55,581,847,144,792,114048,1
35.xml,35,35.jpg,35,35.jpg,35,0,corrosion,Unspecified,0,0,1024,1024,44,5,472,492,428,487,208436,1
35.xml,35,35.jpg,35,35.jpg,35,0,corrosion,Unspecified,0,0,1024,1024,119,505,745,1014,626,509,318634,1
350.xml,350,350.jpg,350,350.jpg,350,0,hide_craze,Unspecified,0,0,1024,1024,478,370,544,685,66,315,20790,1
351.xml,351,351.jpg,351,351.jpg,351,0,craze,Unspecified,0,0,1024,1024,642,466,973,925,331,459,151929,1
351.xml,351,351.jpg,351,351.jpg,351,0,hide_craze,Unspecified,0,0,1024,1024,103,610,609,827,506,217,109802,1
351.xml,351,351.jpg,351,351.jpg,351,0,hide_craze,Unspecified,0,0,1024,1024,108,338,167,608,59,270,15930,1
352.xml,352,352.jpg,352,352.jpg,352,0,crack,Unspecified,0,0,1024,1024,359,153,569,814,210,661,138810,1
353.xml,353,353.jpg,353,353.jpg,353,0,surface_injure,Unspecified,0,0,1024,1024,502,514,844,749,342,235,80370,1
354.xml,354,354.jpg,354,354.jpg,354,0,craze,Unspecified,0,0,1024,1024,286,381,477,566,191,185,35335,1
355.xml,355,355.jpg,355,355.jpg,355,0,crack,Unspecified,0,0,1024,1024,675,272,777,755,102,483,49266,1
356.xml,356,356.jpg,356,356.jpg,356,0,thunderstrike,Unspecified,0,0,1024,1024,311,705,617,870,306,165,50490,1
357.xml,357,357.jpg,357,357.jpg,357,0,surface_injure,Unspecified,0,0,1024,1024,697,244,986,356,289,112,32368,1
358.xml,358,358.jpg,358,358.jpg,358,0,craze,Unspecified,0,0,1024,1024,537,236,731,411,194,175,33950,1
359.xml,359,359.jpg,359,359.jpg,359,0,crack,Unspecified,0,0,1024,1024,453,52,561,849,108,797,86076,1
36.xml,36,36.jpg,36,36.jpg,36,0,hide_craze,Unspecified,0,0,1024,1024,147,20,533,631,386,611,235846,1
36.xml,36,36.jpg,36,36.jpg,36,0,hide_craze,Unspecified,0,0,1024,1024,695,463,1020,708,325,245,79625,1
360.xml,360,360.jpg,360,360.jpg,360,0,surface_injure,Unspecified,0,0,1024,1024,555,194,634,652,79,458,36182,1
361.xml,361,361.jpg,361,361.jpg,361,0,hide_craze,Unspecified,1,0,1024,1024,1,222,475,317,474,95,45030,1
361.xml,361,361.jpg,361,361.jpg,361,0,hide_craze,Unspecified,0,0,1024,1024,487,306,859,378,372,72,26784,1
362.xml,362,362.jpg,362,362.jpg,362,0,hide_craze,Unspecified,1,0,1024,1024,578,1,816,283,238,282,67116,1
363.xml,363,363.jpg,363,363.jpg,363,0,surface_injure,Unspecified,0,0,1024,1024,312,258,662,819,350,561,196350,1
364.xml,364,364.jpg,364,364.jpg,364,0,hide_craze,Unspecified,0,0,1024,1024,287,10,350,867,63,857,53991,1
365.xml,365,365.jpg,365,365.jpg,365,0,crack,Unspecified,0,0,1024,1024,709,355,862,639,153,284,43452,1
366.xml,366,366.jpg,366,366.jpg,366,0,crack,Unspecified,0,0,1024,1024,381,174,616,806,235,632,148520,1
367.xml,367,367.jpg,367,367.jpg,367,0,crack,Unspecified,0,0,1024,1024,334,328,803,805,469,477,223713,1
368.xml,368,368.jpg,368,368.jpg,368,0,corrosion,Unspecified,0,0,1024,1024,231,45,396,958,165,913,150645,1
369.xml,369,369.jpg,369,369.jpg,369,0,surface_injure,Unspecified,1,0,1024,1024,752,3,1024,325,272,322,87584,1
37.xml,37,37.jpg,37,37.jpg,37,0,surface_injure,Unspecified,0,0,1024,1024,286,105,792,774,506,669,338514,1
37.xml,37,37.jpg,37,37.jpg,37,0,thunderstrike,Unspecified,0,0,1024,1024,380,403,649,684,269,281,75589,1
370.xml,370,370.jpg,370,370.jpg,370,0,corrosion,Unspecified,0,0,1024,1024,34,195,278,411,244,216,52704,1
370.xml,370,370.jpg,370,370.jpg,370,0,corrosion,Unspecified,0,0,1024,1024,302,395,514,650,212,255,54060,1
370.xml,370,370.jpg,370,370.jpg,370,0,corrosion,Unspecified,0,0,1024,1024,534,555,877,864,343,309,105987,1
371.xml,371,371.jpg,371,371.jpg,371,0,corrosion,Unspecified,0,0,1024,1024,572,5,608,461,36,456,16416,1
372.xml,372,372.jpg,372,372.jpg,372,0,hide_craze,Unspecified,0,0,1024,1024,56,647,634,702,578,55,31790,1
373.xml,373,373.jpg,373,373.jpg,373,0,corrosion,Unspecified,0,0,1024,1024,39,425,969,516,930,91,84630,1
374.xml,374,374.jpg,374,374.jpg,374,0,hide_craze,Unspecified,0,0,1024,1024,489,433,820,725,331,292,96652,1
375.xml,375,375.jpg,375,375.jpg,375,0,corrosion,Unspecified,0,0,1024,1024,458,355,617,999,159,644,102396,1
376.xml,376,376.jpg,376,376.jpg,376,0,craze,Unspecified,0,0,1024,1024,861,374,1019,514,158,140,22120,1
376.xml,376,376.jpg,376,376.jpg,376,0,hide_craze,Unspecified,0,0,1024,1024,352,216,387,389,35,173,6055,1
376.xml,376,376.jpg,376,376.jpg,376,0,hide_craze,Unspecified,0,0,1024,1024,366,397,831,533,465,136,63240,1
377.xml,377,377.jpg,377,377.jpg,377,0,craze,Unspecified,0,0,1024,1024,14,55,552,794,538,739,397582,1
378.xml,378,378.jpg,378,378.jpg,378,0,crack,Unspecified,0,0,1024,1024,441,39,589,858,148,819,121212,1
379.xml,379,379.jpg,379,379.jpg,379,0,hide_craze,Unspecified,0,0,1024,1024,2,336,420,727,418,391,163438,1
379.xml,379,379.jpg,379,379.jpg,379,0,hide_craze,Unspecified,1,0,1024,1024,442,747,827,1024,385,277,106645,1
38.xml,38,38.jpg,38,38.jpg,38,0,hide_craze,Unspecified,0,0,1024,1024,603,5,644,385,41,380,15580,1
380.xml,380,380.jpg,380,380.jpg,380,0,craze,Unspecified,0,0,1024,1024,33,350,762,567,729,217,158193,1
381.xml,381,381.jpg,381,381.jpg,381,0,crack,Unspecified,0,0,1024,1024,472,136,562,269,90,133,11970,1
382.xml,382,382.jpg,382,382.jpg,382,0,craze,Unspecified,0,0,1024,1024,661,302,872,589,211,287,60557,1
382.xml,382,382.jpg,382,382.jpg,382,0,hide_craze,Unspecified,0,0,1024,1024,255,205,297,386,42,181,7602,1
382.xml,382,382.jpg,382,382.jpg,382,0,hide_craze,Unspecified,0,0,1024,1024,272,395,647,527,375,132,49500,1
383.xml,383,383.jpg,383,383.jpg,383,0,craze,Unspecified,0,0,1024,1024,281,585,939,924,658,339,223062,1
384.xml,384,384.jpg,384,384.jpg,384,0,corrosion,Unspecified,0,0,1024,1024,420,6,639,972,219,966,211554,1
385.xml,385,385.jpg,385,385.jpg,385,0,corrosion,Unspecified,0,0,1024,1024,245,461,442,689,197,228,44916,1
385.xml,385,385.jpg,385,385.jpg,385,0,thunderstrike,Unspecified,0,0,1024,1024,403,127,523,180,120,53,6360,1
386.xml,386,386.jpg,386,386.jpg,386,0,surface_injure,Unspecified,0,0,1024,1024,178,531,306,688,128,157,20096,1
386.xml,386,386.jpg,386,386.jpg,386,0,surface_injure,Unspecified,0,0,1024,1024,319,314,617,595,298,281,83738,1
386.xml,386,386.jpg,386,386.jpg,386,0,surface_injure,Unspecified,0,0,1024,1024,636,142,967,392,331,250,82750,1
387.xml,387,387.jpg,387,387.jpg,387,0,craze,Unspecified,1,0,1024,1024,180,1,681,403,501,402,201402,1
388.xml,388,388.jpg,388,388.jpg,388,0,hide_craze,Unspecified,0,0,1024,1024,625,878,852,925,227,47,10669,1
389.xml,389,389.jpg,389,389.jpg,389,0,crack,Unspecified,0,0,1024,1024,773,478,884,547,111,69,7659,1
39.xml,39,39.jpg,39,39.jpg,39,0,corrosion,Unspecified,0,0,1024,1024,391,127,600,989,209,862,180158,1
390.xml,390,390.jpg,390,390.jpg,390,0,corrosion,Unspecified,0,0,1024,1024,137,533,345,719,208,186,38688,1
391.xml,391,391.jpg,391,391.jpg,391,0,crack,Unspecified,1,0,1024,1024,459,1,625,919,166,918,152388,1
392.xml,392,392.jpg,392,392.jpg,392,0,craze,Unspecified,0,0,1024,1024,92,39,542,436,450,397,178650,1
392.xml,392,392.jpg,392,392.jpg,392,0,craze,Unspecified,0,0,1024,1024,525,510,719,703,194,193,37442,1
393.xml,393,393.jpg,393,393.jpg,393,0,thunderstrike,Unspecified,0,0,1024,1024,264,95,669,311,405,216,87480,1
394.xml,394,394.jpg,394,394.jpg,394,0,crack,Unspecified,0,0,1024,1024,272,320,634,775,362,455,164710,1
395.xml,395,395.jpg,395,395.jpg,395,0,crack,Unspecified,0,0,1024,1024,495,22,675,774,180,752,135360,1
396.xml,396,396.jpg,396,396.jpg,396,0,craze,Unspecified,0,0,1024,1024,136,211,305,295,169,84,14196,1
396.xml,396,396.jpg,396,396.jpg,396,0,craze,Unspecified,0,0,1024,1024,745,649,908,747,163,98,15974,1
397.xml,397,397.jpg,397,397.jpg,397,0,crack,Unspecified,1,0,1024,1024,383,1,809,980,426,979,417054,1
398.xml,398,398.jpg,398,398.jpg,398,0,craze,Unspecified,0,0,1024,1024,675,302,884,589,209,287,59983,1
398.xml,398,398.jpg,398,398.jpg,398,0,hide_craze,Unspecified,0,0,1024,1024,253,206,286,395,33,189,6237,1
398.xml,398,398.jpg,398,398.jpg,398,0,hide_craze,Unspecified,0,0,1024,1024,269,405,662,527,393,122,47946,1
399.xml,399,399.jpg,399,399.jpg,399,0,corrosion,Unspecified,1,0,1024,1024,1,435,378,494,377,59,22243,1
399.xml,399,399.jpg,399,399.jpg,399,0,corrosion,Unspecified,0,0,1024,1024,402,445,1008,555,606,110,66660,1
4.xml,4,4.jpg,4,4.jpg,4,0,crack,Unspecified,0,0,1024,1024,336,6,642,708,306,702,214812,1
40.xml,40,40.jpg,40,40.jpg,40,0,thunderstrike,Unspecified,1,0,1024,1024,1,339,427,583,426,244,103944,1
400.xml,400,400.jpg,400,400.jpg,400,0,surface_injure,Unspecified,0,0,1024,1024,203,92,741,330,538,238,128044,1
400.xml,400,400.jpg,400,400.jpg,400,0,surface_injure,Unspecified,0,0,1024,1024,233,347,345,689,112,342,38304,1
400.xml,400,400.jpg,400,400.jpg,400,0,surface_injure,Unspecified,0,0,1024,1024,284,702,644,794,360,92,33120,1
400.xml,400,400.jpg,400,400.jpg,400,0,surface_injure,Unspecified,0,0,1024,1024,683,374,734,641,51,267,13617,1
400.xml,400,400.jpg,400,400.jpg,400,0,thunderstrike,Unspecified,0,0,1024,1024,364,347,677,688,313,341,106733,1
401.xml,401,401.jpg,401,401.jpg,401,0,crack,Unspecified,0,0,1024,1024,205,283,655,631,450,348,156600,1
402.xml,402,402.jpg,402,402.jpg,402,0,crack,Unspecified,0,0,1024,1024,403,3,714,694,311,691,214901,1
403.xml,403,403.jpg,403,403.jpg,403,0,crack,Unspecified,0,0,1024,1024,325,161,492,422,167,261,43587,1
403.xml,403,403.jpg,403,403.jpg,403,0,crack,Unspecified,0,0,1024,1024,614,6,742,386,128,380,48640,1
404.xml,404,404.jpg,404,404.jpg,404,0,craze,Unspecified,0,0,1024,1024,102,581,1017,720,915,139,127185,1
405.xml,405,405.jpg,405,405.jpg,405,0,corrosion,Unspecified,0,0,1024,1024,511,13,830,1016,319,1003,319957,1
406.xml,406,406.jpg,406,406.jpg,406,0,craze,Unspecified,0,0,1024,1024,244,241,570,461,326,220,71720,1
407.xml,407,407.jpg,407,407.jpg,407,0,surface_injure,Unspecified,1,0,1024,1024,642,1,1024,464,382,463,176866,1
408.xml,408,408.jpg,408,408.jpg,408,0,corrosion,Unspecified,0,0,1024,1024,34,545,742,683,708,138,97704,1
408.xml,408,408.jpg,408,408.jpg,408,0,corrosion,Unspecified,0,0,1024,1024,753,374,1012,689,259,315,81585,1
409.xml,409,409.jpg,409,409.jpg,409,0,hide_craze,Unspecified,0,0,1024,1024,303,708,537,792,234,84,19656,1
41.xml,41,41.jpg,41,41.jpg,41,0,hide_craze,Unspecified,0,0,1024,1024,400,630,977,666,577,36,20772,1
410.xml,410,410.jpg,410,410.jpg,410,0,corrosion,Unspecified,0,0,1024,1024,12,347,486,438,474,91,43134,1
410.xml,410,410.jpg,410,410.jpg,410,0,corrosion,Unspecified,0,0,1024,1024,502,399,909,505,407,106,43142,1
411.xml,411,411.jpg,411,411.jpg,411,0,corrosion,Unspecified,0,0,1024,1024,28,439,423,486,395,47,18565,1
411.xml,411,411.jpg,411,411.jpg,411,0,corrosion,Unspecified,0,0,1024,1024,441,445,991,553,550,108,59400,1
412.xml,412,412.jpg,412,412.jpg,412,0,surface_injure,Unspecified,0,0,1024,1024,30,145,552,355,522,210,109620,1
412.xml,412,412.jpg,412,412.jpg,412,0,surface_injure,Unspecified,0,0,1024,1024,572,319,1005,636,433,317,137261,1
413.xml,413,413.jpg,413,413.jpg,413,0,surface_injure,Unspecified,0,0,1024,1024,478,420,550,475,72,55,3960,1
413.xml,413,413.jpg,413,413.jpg,413,0,surface_injure,Unspecified,0,0,1024,1024,503,264,564,325,61,61,3721,1
413.xml,413,413.jpg,413,413.jpg,413,0,surface_injure,Unspecified,0,0,1024,1024,517,167,566,222,49,55,2695,1
414.xml,414,414.jpg,414,414.jpg,414,0,crack,Unspecified,0,0,1024,1024,722,519,936,880,214,361,77254,1
415.xml,415,415.jpg,415,415.jpg,415,0,craze,Unspecified,1,0,1024,1024,622,713,700,1024,78,311,24258,1
415.xml,415,415.jpg,415,415.jpg,415,0,surface_injure,Unspecified,0,0,1024,1024,658,575,711,703,53,128,6784,1
416.xml,416,416.jpg,416,416.jpg,416,0,surface_injure,Unspecified,0,0,1024,1024,242,105,345,341,103,236,24308,1
417.xml,417,417.jpg,417,417.jpg,417,0,hide_craze,Unspecified,0,0,1024,1024,534,752,694,892,160,140,22400,1
418.xml,418,418.jpg,418,418.jpg,418,0,crack,Unspecified,0,0,1024,1024,775,483,883,542,108,59,6372,1
419.xml,419,419.jpg,419,419.jpg,419,0,crack,Unspecified,0,0,1024,1024,448,153,775,819,327,666,217782,1
42.xml,42,42.jpg,42,42.jpg,42,0,craze,Unspecified,0,0,1024,1024,81,278,286,469,205,191,39155,1
