cropFileName,cropPath,subset,className,sourceImageFileName,sourceImageStem,xmlFileName,xmlStem,xmlFilenameField,xmlFilenameFieldStem,objectIndexInSourceImage,sourceImageObjectCount,sourceImageDistinctClassCount,hasXmlFilenameMismatch,duplicateGroupSize,isExactDuplicateImage,isCrossSplitDuplicateImage,originalXmin,originalYmin,originalXmax,originalYmax,cropXmin,cropYmin,cropXmax,cropYmax,cropWidth,cropHeight,cropArea,bboxWidth,bboxHeight,bboxArea,trueClassIndex,predictedClassIndex,predictedClassName,predictedDecisionScore,isCorrectPrediction
val__1015__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__1015__obj001__surface_injure.png,val,surface_injure,1015.jpg,1015,1015.xml,1015,679.jpg,679,1,1,1,1,1,0,0,166,219,855,677,166,219,855,677,689,458,315562,689,458,315562,2,2,surface_injure,0.08574741333723068,1
val__108__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__108__obj001__surface_injure.png,val,surface_injure,108.jpg,108,108.xml,108,108.jpg,108,1,3,2,0,1,0,0,342,10,534,935,342,10,534,935,192,925,177600,192,925,177600,2,1,corrosion,-0.14614689350128174,0
val__108__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__108__obj002__surface_injure.png,val,surface_injure,108.jpg,108,108.xml,108,108.jpg,108,2,3,2,0,1,0,0,928,2,1014,781,928,2,1014,781,86,779,66994,86,779,66994,2,5,hide_craze,0.05243020877242088,0
val__11__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__11__obj001__surface_injure.png,val,surface_injure,11.jpg,11,11.xml,11,11.jpg,11,1,1,1,0,1,0,0,741,106,825,177,741,106,825,177,84,71,5964,84,71,5964,2,2,surface_injure,1.1684527397155762,1
val__128__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__128__obj001__surface_injure.png,val,surface_injure,128.jpg,128,128.xml,128,128.jpg,128,1,1,1,0,1,0,0,427,780,534,836,427,780,534,836,107,56,5992,107,56,5992,2,2,surface_injure,0.06433477997779846,1
val__131__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__131__obj001__surface_injure.png,val,surface_injure,131.jpg,131,131.xml,131,131.jpg,131,1,1,1,0,1,0,0,391,650,520,830,391,650,520,830,129,180,23220,129,180,23220,2,2,surface_injure,1.8034340143203735,1
val__169__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__169__obj002__surface_injure.png,val,surface_injure,169.jpg,169,169.xml,169,169.jpg,169,2,2,2,0,1,0,0,462,308,592,374,462,308,592,374,130,66,8580,130,66,8580,2,2,surface_injure,1.9522651433944702,1
val__19__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__19__obj001__surface_injure.png,val,surface_injure,19.jpg,19,19.xml,19,19.jpg,19,1,2,1,0,1,0,0,205,663,894,999,205,663,894,999,689,336,231504,689,336,231504,2,2,surface_injure,-0.18066659569740295,1
val__19__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__19__obj002__surface_injure.png,val,surface_injure,19.jpg,19,19.xml,19,19.jpg,19,2,2,1,0,1,0,0,311,122,369,208,311,122,369,208,58,86,4988,58,86,4988,2,2,surface_injure,-0.19537879526615143,1
val__245__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__245__obj001__surface_injure.png,val,surface_injure,245.jpg,245,245.xml,245,245.jpg,245,1,2,1,0,1,0,0,12,431,222,739,12,431,222,739,210,308,64680,210,308,64680,2,2,surface_injure,0.5893732905387878,1
val__245__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__245__obj002__surface_injure.png,val,surface_injure,245.jpg,245,245.xml,245,245.jpg,245,2,2,1,0,1,0,0,248,342,598,550,248,342,598,550,350,208,72800,350,208,72800,2,2,surface_injure,1.1342718601226807,1
val__246__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__246__obj001__surface_injure.png,val,surface_injure,246.jpg,246,246.xml,246,246.jpg,246,1,1,1,0,1,0,0,587,772,662,833,587,772,662,833,75,61,4575,75,61,4575,2,2,surface_injure,2.3878166675567627,1
val__314__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__314__obj001__surface_injure.png,val,surface_injure,314.jpg,314,314.xml,314,314.jpg,314,1,2,1,0,1,0,0,523,699,627,972,523,699,627,972,104,273,28392,104,273,28392,2,2,surface_injure,0.37490203976631165,1
val__314__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__314__obj002__surface_injure.png,val,surface_injure,314.jpg,314,314.xml,314,314.jpg,314,2,2,1,0,1,0,0,609,594,655,667,609,594,655,667,46,73,3358,46,73,3358,2,2,surface_injure,1.0096410512924194,1
val__331__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__331__obj001__surface_injure.png,val,surface_injure,331.jpg,331,331.xml,331,331.jpg,331,1,5,1,0,1,0,0,175,467,278,538,175,467,278,538,103,71,7313,103,71,7313,2,2,surface_injure,1.7637286186218262,1
val__331__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__331__obj002__surface_injure.png,val,surface_injure,331.jpg,331,331.xml,331,331.jpg,331,2,5,1,0,1,0,0,183,683,228,727,183,683,228,727,45,44,1980,45,44,1980,2,2,surface_injure,1.6722368001937866,1
val__331__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__331__obj003__surface_injure.png,val,surface_injure,331.jpg,331,331.xml,331,331.jpg,331,3,5,1,0,1,0,0,406,588,464,666,406,588,464,666,58,78,4524,58,78,4524,2,5,hide_craze,0.25405654311180115,0
val__331__obj004__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__331__obj004__surface_injure.png,val,surface_injure,331.jpg,331,331.xml,331,331.jpg,331,4,5,1,0,1,0,0,586,508,722,705,586,508,722,705,136,197,26792,136,197,26792,2,2,surface_injure,1.2249398231506348,1
val__331__obj005__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__331__obj005__surface_injure.png,val,surface_injure,331.jpg,331,331.xml,331,331.jpg,331,5,5,1,0,1,0,0,848,616,1024,810,848,616,1024,810,176,194,34144,176,194,34144,2,2,surface_injure,0.8183562755584717,1
val__412__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__412__obj001__surface_injure.png,val,surface_injure,412.jpg,412,412.xml,412,412.jpg,412,1,2,1,0,1,0,0,30,145,552,355,30,145,552,355,522,210,109620,522,210,109620,2,0,craze,1.2715120315551758,0
val__412__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__412__obj002__surface_injure.png,val,surface_injure,412.jpg,412,412.xml,412,412.jpg,412,2,2,1,0,1,0,0,572,319,1005,636,572,319,1005,636,433,317,137261,433,317,137261,2,0,craze,1.1389331817626953,0
val__416__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__416__obj001__surface_injure.png,val,surface_injure,416.jpg,416,416.xml,416,416.jpg,416,1,1,1,0,1,0,0,242,105,345,341,242,105,345,341,103,236,24308,103,236,24308,2,1,corrosion,0.4996134638786316,0
val__441__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__441__obj001__surface_injure.png,val,surface_injure,441.jpg,441,441.xml,441,441.jpg,441,1,1,1,0,1,0,0,105,260,317,336,105,260,317,336,212,76,16112,212,76,16112,2,1,corrosion,0.29747137427330017,0
val__445__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__445__obj001__surface_injure.png,val,surface_injure,445.jpg,445,445.xml,445,445.jpg,445,1,1,1,0,1,0,0,177,467,808,553,177,467,808,553,631,86,54266,631,86,54266,2,2,surface_injure,0.1957346498966217,1
val__462__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__462__obj001__surface_injure.png,val,surface_injure,462.jpg,462,462.xml,462,462.jpg,462,1,4,1,0,1,0,0,483,699,533,777,483,699,533,777,50,78,3900,50,78,3900,2,2,surface_injure,0.9403495788574219,1
val__462__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__462__obj002__surface_injure.png,val,surface_injure,462.jpg,462,462.xml,462,462.jpg,462,2,4,1,0,1,0,0,505,347,633,449,505,347,633,449,128,102,13056,128,102,13056,2,4,crack,0.17783062160015106,0
val__462__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__462__obj003__surface_injure.png,val,surface_injure,462.jpg,462,462.xml,462,462.jpg,462,3,4,1,0,1,0,0,547,552,614,600,547,552,614,600,67,48,3216,67,48,3216,2,2,surface_injure,1.4342113733291626,1
val__462__obj004__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__462__obj004__surface_injure.png,val,surface_injure,462.jpg,462,462.xml,462,462.jpg,462,4,4,1,0,1,0,0,578,80,695,245,578,80,695,245,117,165,19305,117,165,19305,2,2,surface_injure,2.3165314197540283,1
val__478__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__478__obj001__surface_injure.png,val,surface_injure,478.jpg,478,478.xml,478,478.jpg,478,1,2,1,0,1,0,0,370,403,527,817,370,403,527,817,157,414,64998,157,414,64998,2,5,hide_craze,0.35724323987960815,0
val__478__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__478__obj002__surface_injure.png,val,surface_injure,478.jpg,478,478.xml,478,478.jpg,478,2,2,1,0,1,0,0,381,1,492,214,381,1,492,214,111,213,23643,111,213,23643,2,1,corrosion,-0.13482461869716644,0
val__484__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__484__obj001__surface_injure.png,val,surface_injure,484.jpg,484,484.xml,484,484.jpg,484,1,3,1,0,1,0,0,155,244,291,324,155,244,291,324,136,80,10880,136,80,10880,2,2,surface_injure,1.1244462728500366,1
val__484__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__484__obj002__surface_injure.png,val,surface_injure,484.jpg,484,484.xml,484,484.jpg,484,2,3,1,0,1,0,0,478,377,575,467,478,377,575,467,97,90,8730,97,90,8730,2,2,surface_injure,0.30368536710739136,1
val__484__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__484__obj003__surface_injure.png,val,surface_injure,484.jpg,484,484.xml,484,484.jpg,484,3,3,1,0,1,0,0,784,283,967,516,784,283,967,516,183,233,42639,183,233,42639,2,1,corrosion,0.7001255750656128,0
val__512__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__512__obj001__surface_injure.png,val,surface_injure,512.jpg,512,512.xml,512,512.jpg,512,1,2,1,0,1,0,0,461,530,541,580,461,530,541,580,80,50,4000,80,50,4000,2,2,surface_injure,1.1418997049331665,1
val__512__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__512__obj002__surface_injure.png,val,surface_injure,512.jpg,512,512.xml,512,512.jpg,512,2,2,1,0,1,0,0,819,555,934,691,819,555,934,691,115,136,15640,115,136,15640,2,2,surface_injure,0.8382839560508728,1
val__529__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__529__obj001__surface_injure.png,val,surface_injure,529.jpg,529,529.xml,529,529.jpg,529,1,1,1,0,1,0,0,280,513,584,722,280,513,584,722,304,209,63536,304,209,63536,2,2,surface_injure,1.152794599533081,1
val__543__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__543__obj001__surface_injure.png,val,surface_injure,543.jpg,543,543.xml,543,543.jpg,543,1,5,2,0,1,0,0,192,99,728,324,192,99,728,324,536,225,120600,536,225,120600,2,1,corrosion,-0.19301405549049377,0
val__543__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__543__obj002__surface_injure.png,val,surface_injure,543.jpg,543,543.xml,543,543.jpg,543,2,5,2,0,1,0,0,222,375,352,767,222,375,352,767,130,392,50960,130,392,50960,2,2,surface_injure,-0.3899173140525818,1
val__543__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__543__obj003__surface_injure.png,val,surface_injure,543.jpg,543,543.xml,543,543.jpg,543,3,5,2,0,1,0,0,392,722,581,786,392,722,581,786,189,64,12096,189,64,12096,2,2,surface_injure,0.3561050295829773,1
val__543__obj004__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__543__obj004__surface_injure.png,val,surface_injure,543.jpg,543,543.xml,543,543.jpg,543,4,5,2,0,1,0,0,667,352,741,670,667,352,741,670,74,318,23532,74,318,23532,2,1,corrosion,-0.09254109114408493,0
val__545__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__545__obj001__surface_injure.png,val,surface_injure,545.jpg,545,545.xml,545,545.jpg,545,1,1,1,0,1,0,0,367,686,662,931,367,686,662,931,295,245,72275,295,245,72275,2,2,surface_injure,0.10060623288154602,1
val__621__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__621__obj002__surface_injure.png,val,surface_injure,621.jpg,621,621.xml,621,621.jpg,621,2,3,2,0,1,0,0,725,64,902,213,725,64,902,213,177,149,26373,177,149,26373,2,2,surface_injure,0.44037893414497375,1
val__621__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__621__obj003__surface_injure.png,val,surface_injure,621.jpg,621,621.xml,621,621.jpg,621,3,3,2,0,1,0,0,770,238,914,375,770,238,914,375,144,137,19728,144,137,19728,2,1,corrosion,0.3044312000274658,0
val__646__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__646__obj001__surface_injure.png,val,surface_injure,646.jpg,646,646.xml,646,646.jpg,646,1,1,1,0,1,0,0,528,656,589,741,528,656,589,741,61,85,5185,61,85,5185,2,1,corrosion,0.41366276144981384,0
val__656__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__656__obj001__surface_injure.png,val,surface_injure,656.jpg,656,656.xml,656,656.jpg,656,1,1,1,0,1,0,0,764,741,822,836,764,741,822,836,58,95,5510,58,95,5510,2,2,surface_injure,1.1785929203033447,1
val__661__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__661__obj001__surface_injure.png,val,surface_injure,661.jpg,661,661.xml,661,661.jpg,661,1,1,1,0,1,0,0,366,330,494,410,366,330,494,410,128,80,10240,128,80,10240,2,2,surface_injure,2.368568181991577,1
val__669__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__669__obj001__surface_injure.png,val,surface_injure,669.jpg,669,669.xml,669,669.jpg,669,1,2,1,0,1,0,0,386,5,555,250,386,5,555,250,169,245,41405,169,245,41405,2,0,craze,-0.3083091080188751,0
val__669__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__669__obj002__surface_injure.png,val,surface_injure,669.jpg,669,669.xml,669,669.jpg,669,2,2,1,0,1,0,0,422,749,473,845,422,749,473,845,51,96,4896,51,96,4896,2,2,surface_injure,-0.11759240180253983,1
val__674__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__674__obj001__surface_injure.png,val,surface_injure,674.jpg,674,674.xml,674,674.jpg,674,1,1,1,0,1,0,0,653,536,747,597,653,536,747,597,94,61,5734,94,61,5734,2,2,surface_injure,0.7627910375595093,1
val__687__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__687__obj001__surface_injure.png,val,surface_injure,687.jpg,687,687.xml,687,687.jpg,687,1,1,1,0,1,0,0,434,570,620,697,434,570,620,697,186,127,23622,186,127,23622,2,2,surface_injure,0.5719290971755981,1
val__740__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__740__obj001__surface_injure.png,val,surface_injure,740.jpg,740,740.xml,740,740.jpg,740,1,1,1,0,1,0,0,545,325,952,491,545,325,952,491,407,166,67562,407,166,67562,2,4,crack,-0.3817589282989502,0
val__745__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__745__obj001__surface_injure.png,val,surface_injure,745.jpg,745,745.xml,745,101.jpg,101,1,1,1,1,1,0,0,314,114,659,542,314,114,659,542,345,428,147660,345,428,147660,2,2,surface_injure,1.4177451133728027,1
val__747__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__747__obj001__surface_injure.png,val,surface_injure,747.jpg,747,747.xml,747,106.jpg,106,1,7,1,1,1,0,0,337,805,372,860,337,805,372,860,35,55,1925,35,55,1925,2,2,surface_injure,0.6641310453414917,1
val__747__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__747__obj002__surface_injure.png,val,surface_injure,747.jpg,747,747.xml,747,106.jpg,106,2,7,1,1,1,0,0,616,792,653,1002,616,792,653,1002,37,210,7770,37,210,7770,2,2,surface_injure,-0.28299087285995483,1
val__747__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__747__obj003__surface_injure.png,val,surface_injure,747.jpg,747,747.xml,747,106.jpg,106,3,7,1,1,1,0,0,619,627,753,705,619,627,753,705,134,78,10452,134,78,10452,2,2,surface_injure,0.6026774048805237,1
val__747__obj004__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__747__obj004__surface_injure.png,val,surface_injure,747.jpg,747,747.xml,747,106.jpg,106,4,7,1,1,1,0,0,623,520,661,614,623,520,661,614,38,94,3572,38,94,3572,2,2,surface_injure,-0.20699019730091095,1
val__747__obj005__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__747__obj005__surface_injure.png,val,surface_injure,747.jpg,747,747.xml,747,106.jpg,106,5,7,1,1,1,0,0,631,80,698,316,631,80,698,316,67,236,15812,67,236,15812,2,2,surface_injure,0.12622447311878204,1
val__747__obj006__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__747__obj006__surface_injure.png,val,surface_injure,747.jpg,747,747.xml,747,106.jpg,106,6,7,1,1,1,0,0,700,92,752,142,700,92,752,142,52,50,2600,52,50,2600,2,2,surface_injure,0.7747715711593628,1
val__747__obj007__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__747__obj007__surface_injure.png,val,surface_injure,747.jpg,747,747.xml,747,106.jpg,106,7,7,1,1,1,0,0,789,11,831,49,789,11,831,49,42,38,1596,42,38,1596,2,2,surface_injure,0.5299627780914307,1
val__749__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__749__obj001__surface_injure.png,val,surface_injure,749.jpg,749,749.xml,749,11.jpg,11,1,1,1,1,1,0,0,741,106,825,177,741,106,825,177,84,71,5964,84,71,5964,2,2,surface_injure,1.4740314483642578,1
val__809__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__809__obj001__surface_injure.png,val,surface_injure,809.jpg,809,809.xml,809,809.jpg,809,1,1,1,0,1,0,0,40,144,888,674,40,144,888,674,848,530,449440,848,530,449440,2,2,surface_injure,1.0135000944137573,1
val__829__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__829__obj001__surface_injure.png,val,surface_injure,829.jpg,829,829.xml,829,259.jpg,259,1,1,1,1,1,0,0,695,247,972,361,695,247,972,361,277,114,31578,277,114,31578,2,2,surface_injure,1.1081535816192627,1
val__846__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__846__obj001__surface_injure.png,val,surface_injure,846.jpg,846,846.xml,846,301.jpg,301,1,1,1,1,1,0,0,373,703,1020,841,373,703,1020,841,647,138,89286,647,138,89286,2,2,surface_injure,-0.17407876253128052,1
val__851__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__851__obj001__surface_injure.png,val,surface_injure,851.jpg,851,851.xml,851,851.jpg,851,1,5,1,0,1,0,0,316,606,342,638,316,606,342,638,26,32,832,26,32,832,2,2,surface_injure,1.042702078819275,1
val__851__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__851__obj002__surface_injure.png,val,surface_injure,851.jpg,851,851.xml,851,851.jpg,851,2,5,1,0,1,0,0,319,481,372,525,319,481,372,525,53,44,2332,53,44,2332,2,2,surface_injure,2.648592710494995,1
val__851__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__851__obj003__surface_injure.png,val,surface_injure,851.jpg,851,851.xml,851,851.jpg,851,3,5,1,0,1,0,0,444,561,481,597,444,561,481,597,37,36,1332,37,36,1332,2,2,surface_injure,0.47119027376174927,1
val__851__obj004__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__851__obj004__surface_injure.png,val,surface_injure,851.jpg,851,851.xml,851,851.jpg,851,4,5,1,0,1,0,0,558,506,639,630,558,506,639,630,81,124,10044,81,124,10044,2,2,surface_injure,1.1886423826217651,1
val__851__obj005__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__851__obj005__surface_injure.png,val,surface_injure,851.jpg,851,851.xml,851,851.jpg,851,5,5,1,0,1,0,0,712,574,830,691,712,574,830,691,118,117,13806,118,117,13806,2,2,surface_injure,1.1872433423995972,1
val__879__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__879__obj001__surface_injure.png,val,surface_injure,879.jpg,879,879.xml,879,369.jpg,369,1,1,1,1,1,0,0,752,3,1024,325,752,3,1024,325,272,322,87584,272,322,87584,2,2,surface_injure,0.5966078639030457,1
val__914__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__914__obj001__surface_injure.png,val,surface_injure,914.jpg,914,914.xml,914,45.jpg,45,1,2,1,1,1,0,0,16,517,181,872,16,517,181,872,165,355,58575,165,355,58575,2,2,surface_injure,2.049267292022705,1
val__914__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__914__obj002__surface_injure.png,val,surface_injure,914.jpg,914,914.xml,914,45.jpg,45,2,2,1,1,1,0,0,191,417,664,655,191,417,664,655,473,238,112574,473,238,112574,2,2,surface_injure,0.48235151171684265,1
val__954__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__954__obj001__surface_injure.png,val,surface_injure,954.jpg,954,954.xml,954,547.jpg,547,1,1,1,1,1,0,0,377,330,558,760,377,330,558,760,181,430,77830,181,430,77830,2,2,surface_injure,1.1597946882247925,1
val__956__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__956__obj001__surface_injure.png,val,surface_injure,956.jpg,956,956.xml,956,956.jpg,956,1,4,2,0,1,0,0,192,86,758,272,192,86,758,272,566,186,105276,566,186,105276,2,2,surface_injure,1.0278513431549072,1
val__956__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__956__obj002__surface_injure.png,val,surface_injure,956.jpg,956,956.xml,956,956.jpg,956,2,4,2,0,1,0,0,195,285,355,778,195,285,355,778,160,493,78880,160,493,78880,2,2,surface_injure,-0.11684009432792664,1
