cropFileName,cropPath,subset,className,sourceImageFileName,sourceImageStem,xmlFileName,xmlStem,xmlFilenameField,xmlFilenameFieldStem,objectIndexInSourceImage,sourceImageObjectCount,sourceImageDistinctClassCount,hasXmlFilenameMismatch,duplicateGroupSize,isExactDuplicateImage,isCrossSplitDuplicateImage,originalXmin,originalYmin,originalXmax,originalYmax,cropXmin,cropYmin,cropXmax,cropYmax,cropWidth,cropHeight,cropArea,bboxWidth,bboxHeight,bboxArea,trueClassIndex,predictedClassIndex,predictedClassName,predictedDecisionScore,isCorrectPrediction
test__633__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__633__obj001__hide_craze.png,test,hide_craze,633.jpg,633,633.xml,633,633.jpg,633,1,1,1,0,1,0,0,286,463,653,570,286,463,653,570,367,107,39269,367,107,39269,5,5,hide_craze,1.505898356437683,1
test__642__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__642__obj001__hide_craze.png,test,hide_craze,642.jpg,642,642.xml,642,642.jpg,642,1,2,2,0,1,0,0,450,685,870,899,450,685,870,899,420,214,89880,420,214,89880,5,1,corrosion,-0.3786737024784088,0
test__643__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__643__obj001__hide_craze.png,test,hide_craze,643.jpg,643,643.xml,643,643.jpg,643,1,1,1,0,1,0,0,655,69,847,211,655,69,847,211,192,142,27264,192,142,27264,5,2,surface_injure,1.1559500694274902,0
test__655__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__655__obj001__hide_craze.png,test,hide_craze,655.jpg,655,655.xml,655,655.jpg,655,1,1,1,0,1,0,0,747,856,845,925,747,856,845,925,98,69,6762,98,69,6762,5,5,hide_craze,0.4493211507797241,1
test__663__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__663__obj001__hide_craze.png,test,hide_craze,663.jpg,663,663.xml,663,663.jpg,663,1,1,1,0,1,0,0,787,570,945,724,787,570,945,724,158,154,24332,158,154,24332,5,1,corrosion,0.5704218745231628,0
test__67__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__67__obj001__hide_craze.png,test,hide_craze,67.jpg,67,67.xml,67,67.jpg,67,1,1,1,0,1,0,0,359,589,666,688,359,589,666,688,307,99,30393,307,99,30393,5,5,hide_craze,0.7378482818603516,1
test__671__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__671__obj001__hide_craze.png,test,hide_craze,671.jpg,671,671.xml,671,671.jpg,671,1,2,2,0,1,0,0,228,467,780,935,228,467,780,935,552,468,258336,552,468,258336,5,5,hide_craze,1.3135039806365967,1
test__677__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__677__obj001__hide_craze.png,test,hide_craze,677.jpg,677,677.xml,677,677.jpg,677,1,1,1,0,1,0,0,461,330,917,613,461,330,917,613,456,283,129048,456,283,129048,5,5,hide_craze,0.7153556942939758,1
test__696__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__696__obj001__hide_craze.png,test,hide_craze,696.jpg,696,696.xml,696,696.jpg,696,1,2,1,0,1,0,0,148,367,567,597,148,367,567,597,419,230,96370,419,230,96370,5,5,hide_craze,0.16696138679981232,1
test__696__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__696__obj002__hide_craze.png,test,hide_craze,696.jpg,696,696.xml,696,696.jpg,696,2,2,1,0,1,0,0,583,545,998,670,583,545,998,670,415,125,51875,415,125,51875,5,5,hide_craze,0.4850539565086365,1
test__718__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__718__obj001__hide_craze.png,test,hide_craze,718.jpg,718,718.xml,718,718.jpg,718,1,1,1,0,1,0,0,131,305,708,639,131,305,708,639,577,334,192718,577,334,192718,5,5,hide_craze,1.287811517715454,1
test__721__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__721__obj001__hide_craze.png,test,hide_craze,721.jpg,721,721.xml,721,721.jpg,721,1,1,1,0,1,0,0,31,631,944,670,31,631,944,670,913,39,35607,913,39,35607,5,5,hide_craze,0.6740588545799255,1
test__764__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__764__obj001__hide_craze.png,test,hide_craze,764.jpg,764,764.xml,764,14.jpg,14,1,2,2,1,1,0,0,170,910,272,972,170,910,272,972,102,62,6324,102,62,6324,5,5,hide_craze,1.1030364036560059,1
test__875__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__875__obj001__hide_craze.png,test,hide_craze,875.jpg,875,875.xml,875,875.jpg,875,1,2,1,0,1,0,0,275,20,531,644,275,20,531,644,256,624,159744,256,624,159744,5,2,surface_injure,0.7354735732078552,0
test__875__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__875__obj002__hide_craze.png,test,hide_craze,875.jpg,875,875.xml,875,875.jpg,875,2,2,1,0,1,0,0,695,463,1020,708,695,463,1020,708,325,245,79625,325,245,79625,5,5,hide_craze,1.200805902481079,1
test__1029__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__1029__obj001__surface_injure.png,test,surface_injure,1029.jpg,1029,1029.xml,1029,700.jpg,700,1,1,1,1,1,0,0,305,102,1016,278,305,102,1016,278,711,176,125136,711,176,125136,2,2,surface_injure,0.16459792852401733,1
test__112__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__112__obj001__surface_injure.png,test,surface_injure,112.jpg,112,112.xml,112,112.jpg,112,1,2,2,0,1,0,0,56,95,691,281,56,95,691,281,635,186,118110,635,186,118110,2,2,surface_injure,0.4382147789001465,1
test__142__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__142__obj001__surface_injure.png,test,surface_injure,142.jpg,142,142.xml,142,142.jpg,142,1,1,1,0,1,0,0,53,488,947,586,53,488,947,586,894,98,87612,894,98,87612,2,1,corrosion,0.08512920141220093,0
test__178__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__178__obj001__surface_injure.png,test,surface_injure,178.jpg,178,178.xml,178,178.jpg,178,1,3,1,0,1,0,0,433,5,578,766,433,5,578,766,145,761,110345,145,761,110345,2,1,corrosion,0.16639645397663116,0
test__178__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__178__obj002__surface_injure.png,test,surface_injure,178.jpg,178,178.xml,178,178.jpg,178,2,3,1,0,1,0,0,522,695,606,919,522,695,606,919,84,224,18816,84,224,18816,2,2,surface_injure,0.3244321048259735,1
test__178__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__178__obj003__surface_injure.png,test,surface_injure,178.jpg,178,178.xml,178,178.jpg,178,3,3,1,0,1,0,0,600,469,742,744,600,469,742,744,142,275,39050,142,275,39050,2,1,corrosion,-0.2764827609062195,0
test__196__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__196__obj001__surface_injure.png,test,surface_injure,196.jpg,196,196.xml,196,196.jpg,196,1,2,1,0,1,0,0,12,403,220,724,12,403,220,724,208,321,66768,208,321,66768,2,2,surface_injure,1.4279450178146362,1
test__196__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__196__obj002__surface_injure.png,test,surface_injure,196.jpg,196,196.xml,196,196.jpg,196,2,2,1,0,1,0,0,242,338,608,538,242,338,608,538,366,200,73200,366,200,73200,2,2,surface_injure,0.8717706799507141,1
test__217__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__217__obj001__surface_injure.png,test,surface_injure,217.jpg,217,217.xml,217,217.jpg,217,1,1,1,0,1,0,0,834,514,891,713,834,514,891,713,57,199,11343,57,199,11343,2,1,corrosion,-0.23178794980049133,0
test__234__obj005__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__234__obj005__surface_injure.png,test,surface_injure,234.jpg,234,234.xml,234,234.jpg,234,5,5,2,0,1,0,0,370,414,545,631,370,414,545,631,175,217,37975,175,217,37975,2,2,surface_injure,1.1240681409835815,1
test__255__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__255__obj001__surface_injure.png,test,surface_injure,255.jpg,255,255.xml,255,255.jpg,255,1,2,1,0,1,0,0,228,688,295,786,228,688,295,786,67,98,6566,67,98,6566,2,2,surface_injure,1.4266295433044434,1
test__255__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__255__obj002__surface_injure.png,test,surface_injure,255.jpg,255,255.xml,255,255.jpg,255,2,2,1,0,1,0,0,422,83,578,963,422,83,578,963,156,880,137280,156,880,137280,2,5,hide_craze,-0.01635138876736164,0
test__257__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__257__obj001__surface_injure.png,test,surface_injure,257.jpg,257,257.xml,257,257.jpg,257,1,2,1,0,1,0,0,344,405,525,805,344,405,525,805,181,400,72400,181,400,72400,2,0,craze,0.15784551203250885,0
test__257__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__257__obj002__surface_injure.png,test,surface_injure,257.jpg,257,257.xml,257,257.jpg,257,2,2,1,0,1,0,0,403,814,677,1024,403,814,677,1024,274,210,57540,274,210,57540,2,2,surface_injure,0.9233957529067993,1
test__273__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__273__obj001__surface_injure.png,test,surface_injure,273.jpg,273,273.xml,273,273.jpg,273,1,2,2,0,1,0,0,273,383,370,444,273,383,370,444,97,61,5917,97,61,5917,2,2,surface_injure,0.28412488102912903,1
test__285__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__285__obj001__surface_injure.png,test,surface_injure,285.jpg,285,285.xml,285,285.jpg,285,1,2,1,0,1,0,0,664,2,1024,225,664,2,1024,225,360,223,80280,360,223,80280,2,5,hide_craze,0.16106416285037994,0
test__285__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__285__obj002__surface_injure.png,test,surface_injure,285.jpg,285,285.xml,285,285.jpg,285,2,2,1,0,1,0,0,998,664,1024,988,998,664,1024,988,26,324,8424,26,324,8424,2,5,hide_craze,0.6503450870513916,0
test__326__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__326__obj002__surface_injure.png,test,surface_injure,326.jpg,326,326.xml,326,326.jpg,326,2,2,2,0,1,0,0,418,314,540,373,418,314,540,373,122,59,7198,122,59,7198,2,2,surface_injure,0.15867547690868378,1
test__332__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__332__obj001__surface_injure.png,test,surface_injure,332.jpg,332,332.xml,332,332.jpg,332,1,1,1,0,1,0,0,306,86,1017,294,306,86,1017,294,711,208,147888,711,208,147888,2,2,surface_injure,0.11081036925315857,1
test__363__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__363__obj001__surface_injure.png,test,surface_injure,363.jpg,363,363.xml,363,363.jpg,363,1,1,1,0,1,0,0,312,258,662,819,312,258,662,819,350,561,196350,350,561,196350,2,2,surface_injure,0.6044044494628906,1
test__407__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__407__obj001__surface_injure.png,test,surface_injure,407.jpg,407,407.xml,407,407.jpg,407,1,1,1,0,1,0,0,642,1,1024,464,642,1,1024,464,382,463,176866,382,463,176866,2,2,surface_injure,0.5208197832107544,1
test__432__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__432__obj001__surface_injure.png,test,surface_injure,432.jpg,432,432.xml,432,432.jpg,432,1,1,1,0,1,0,0,278,502,497,836,278,502,497,836,219,334,73146,219,334,73146,2,2,surface_injure,1.0650432109832764,1
test__476__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__476__obj001__surface_injure.png,test,surface_injure,476.jpg,476,476.xml,476,476.jpg,476,1,1,1,0,1,0,0,53,508,552,692,53,508,552,692,499,184,91816,499,184,91816,2,2,surface_injure,0.453107088804245,1
test__479__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__479__obj001__surface_injure.png,test,surface_injure,479.jpg,479,479.xml,479,479.jpg,479,1,2,2,0,1,0,0,611,206,750,325,611,206,750,325,139,119,16541,139,119,16541,2,2,surface_injure,1.4975427389144897,1
test__48__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__48__obj001__surface_injure.png,test,surface_injure,48.jpg,48,48.xml,48,48.jpg,48,1,1,1,0,1,0,0,394,473,553,794,394,473,553,794,159,321,51039,159,321,51039,2,2,surface_injure,0.6000797152519226,1
test__551__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__551__obj001__surface_injure.png,test,surface_injure,551.jpg,551,551.xml,551,551.jpg,551,1,4,2,0,1,0,0,200,100,727,227,200,100,727,227,527,127,66929,527,127,66929,2,2,surface_injure,0.2516498267650604,1
test__551__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__551__obj002__surface_injure.png,test,surface_injure,551.jpg,551,551.xml,551,551.jpg,551,2,4,2,0,1,0,0,209,249,345,742,209,249,345,742,136,493,67048,136,493,67048,2,2,surface_injure,0.07446756958961487,1
test__551__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__551__obj003__surface_injure.png,test,surface_injure,551.jpg,551,551.xml,551,551.jpg,551,3,4,2,0,1,0,0,678,252,727,672,678,252,727,672,49,420,20580,49,420,20580,2,5,hide_craze,-0.2115839719772339,0
test__57__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__57__obj002__surface_injure.png,test,surface_injure,57.jpg,57,57.xml,57,57.jpg,57,2,2,2,0,1,0,0,422,313,531,374,422,313,531,374,109,61,6649,109,61,6649,2,2,surface_injure,2.2031033039093018,1
test__591__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__591__obj001__surface_injure.png,test,surface_injure,591.jpg,591,591.xml,591,591.jpg,591,1,3,2,0,1,0,0,284,102,820,250,284,102,820,250,536,148,79328,536,148,79328,2,2,surface_injure,0.5504616498947144,1
test__591__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__591__obj002__surface_injure.png,test,surface_injure,591.jpg,591,591.xml,591,591.jpg,591,2,3,2,0,1,0,0,284,270,412,749,284,270,412,749,128,479,61312,128,479,61312,2,1,corrosion,-0.11245507746934891,0
test__623__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__623__obj002__surface_injure.png,test,surface_injure,623.jpg,623,623.xml,623,623.jpg,623,2,2,2,0,1,0,0,858,383,902,508,858,383,902,508,44,125,5500,44,125,5500,2,4,crack,0.4596124589443207,0
test__642__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__642__obj002__surface_injure.png,test,surface_injure,642.jpg,642,642.xml,642,642.jpg,642,2,2,2,0,1,0,0,781,1,839,136,781,1,839,136,58,135,7830,58,135,7830,2,2,surface_injure,0.22940629720687866,1
test__671__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__671__obj002__surface_injure.png,test,surface_injure,671.jpg,671,671.xml,671,671.jpg,671,2,2,2,0,1,0,0,748,927,947,1020,748,927,947,1020,199,93,18507,199,93,18507,2,5,hide_craze,-0.2552311420440674,0
test__689__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__689__obj001__surface_injure.png,test,surface_injure,689.jpg,689,689.xml,689,689.jpg,689,1,4,1,0,1,0,0,409,108,467,224,409,108,467,224,58,116,6728,58,116,6728,2,0,craze,1.014795184135437,0
test__689__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__689__obj002__surface_injure.png,test,surface_injure,689.jpg,689,689.xml,689,689.jpg,689,2,4,1,0,1,0,0,422,227,481,295,422,227,481,295,59,68,4012,59,68,4012,2,2,surface_injure,2.917902708053589,1
test__689__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__689__obj003__surface_injure.png,test,surface_injure,689.jpg,689,689.xml,689,689.jpg,689,3,4,1,0,1,0,0,547,230,672,347,547,230,672,347,125,117,14625,125,117,14625,2,2,surface_injure,1.366368055343628,1
test__689__obj004__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__689__obj004__surface_injure.png,test,surface_injure,689.jpg,689,689.xml,689,689.jpg,689,4,4,1,0,1,0,0,567,549,662,605,567,549,662,605,95,56,5320,95,56,5320,2,2,surface_injure,0.8576192855834961,1
test__746__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__746__obj001__surface_injure.png,test,surface_injure,746.jpg,746,746.xml,746,105.jpg,105,1,1,1,1,1,0,0,364,456,564,853,364,456,564,853,200,397,79400,200,397,79400,2,2,surface_injure,0.5070986151695251,1
test__764__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__764__obj002__surface_injure.png,test,surface_injure,764.jpg,764,764.xml,764,14.jpg,14,2,2,2,1,1,0,0,261,94,327,153,261,94,327,153,66,59,3894,66,59,3894,2,2,surface_injure,1.1386994123458862,1
test__841__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__841__obj001__surface_injure.png,test,surface_injure,841.jpg,841,841.xml,841,287.jpg,287,1,1,1,1,1,0,0,1,95,336,624,1,95,336,624,335,529,177215,335,529,177215,2,2,surface_injure,0.4082390069961548,1
test__859__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__859__obj001__surface_injure.png,test,surface_injure,859.jpg,859,859.xml,859,325.jpg,325,1,3,1,1,1,0,0,106,756,344,875,106,756,344,875,238,119,28322,238,119,28322,2,2,surface_injure,0.7784837484359741,1
test__859__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__859__obj002__surface_injure.png,test,surface_injure,859.jpg,859,859.xml,859,325.jpg,325,2,3,1,1,1,0,0,211,406,622,735,211,406,622,735,411,329,135219,411,329,135219,2,0,craze,0.20574797689914703,0
test__859__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__859__obj003__surface_injure.png,test,surface_injure,859.jpg,859,859.xml,859,325.jpg,325,3,3,1,1,1,0,0,502,27,828,395,502,27,828,395,326,368,119968,326,368,119968,2,2,surface_injure,0.6043311953544617,1
test__864__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__864__obj001__surface_injure.png,test,surface_injure,864.jpg,864,864.xml,864,864.jpg,864,1,1,1,0,1,0,0,303,20,587,310,303,20,587,310,284,290,82360,284,290,82360,2,2,surface_injure,2.534111499786377,1
test__905__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__905__obj001__surface_injure.png,test,surface_injure,905.jpg,905,905.xml,905,427.jpg,427,1,3,1,1,1,0,0,353,460,536,560,353,460,536,560,183,100,18300,183,100,18300,2,2,surface_injure,0.5320727825164795,1
test__905__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__905__obj002__surface_injure.png,test,surface_injure,905.jpg,905,905.xml,905,427.jpg,427,2,3,1,1,1,0,0,466,58,642,236,466,58,642,236,176,178,31328,176,178,31328,2,0,craze,0.12963436543941498,0
test__905__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__905__obj003__surface_injure.png,test,surface_injure,905.jpg,905,905.xml,905,427.jpg,427,3,3,1,1,1,0,0,655,380,742,469,655,380,742,469,87,89,7743,87,89,7743,2,2,surface_injure,-0.07551652193069458,1
test__936__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__936__obj001__surface_injure.png,test,surface_injure,936.jpg,936,936.xml,936,504.jpg,504,1,1,1,1,1,0,0,289,252,502,588,289,252,502,588,213,336,71568,213,336,71568,2,2,surface_injure,0.7845101952552795,1
test__940__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__940__obj001__surface_injure.png,test,surface_injure,940.jpg,940,940.xml,940,514.jpg,514,1,1,1,1,1,0,0,180,216,966,561,180,216,966,561,786,345,271170,786,345,271170,2,2,surface_injure,0.5104130506515503,1
test__947__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__947__obj001__surface_injure.png,test,surface_injure,947.jpg,947,947.xml,947,529.jpg,529,1,1,1,1,1,0,0,280,513,584,722,280,513,584,722,304,209,63536,304,209,63536,2,2,surface_injure,1.2875717878341675,1
test__971__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__971__obj001__surface_injure.png,test,surface_injure,971.jpg,971,971.xml,971,581.jpg,581,1,1,1,1,1,0,0,1,222,577,460,1,222,577,460,576,238,137088,576,238,137088,2,2,surface_injure,-0.18939119577407837,1
test__999__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/surface_injure/test__999__obj001__surface_injure.png,test,surface_injure,999.jpg,999,999.xml,999,640.jpg,640,1,1,1,1,1,0,0,372,335,564,763,372,335,564,763,192,428,82176,192,428,82176,2,2,surface_injure,1.3459416627883911,1
test__112__obj002__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__112__obj002__thunderstrike.png,test,thunderstrike,112.jpg,112,112.xml,112,112.jpg,112,2,2,2,0,1,0,0,250,320,600,695,250,320,600,695,350,375,131250,350,375,131250,3,3,thunderstrike,1.1044721603393555,1
test__191__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__191__obj001__thunderstrike.png,test,thunderstrike,191.jpg,191,191.xml,191,191.jpg,191,1,1,1,0,1,0,0,505,145,842,903,505,145,842,903,337,758,255446,337,758,255446,3,3,thunderstrike,0.41298943758010864,1
test__273__obj002__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__273__obj002__thunderstrike.png,test,thunderstrike,273.jpg,273,273.xml,273,273.jpg,273,2,2,2,0,1,0,0,517,510,737,591,517,510,737,591,220,81,17820,220,81,17820,3,3,thunderstrike,0.7521965503692627,1
test__274__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__274__obj001__thunderstrike.png,test,thunderstrike,274.jpg,274,274.xml,274,274.jpg,274,1,1,1,0,1,0,0,477,491,616,739,477,491,616,739,139,248,34472,139,248,34472,3,3,thunderstrike,0.30775684118270874,1
test__32__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__32__obj001__thunderstrike.png,test,thunderstrike,32.jpg,32,32.xml,32,32.jpg,32,1,2,1,0,1,0,0,58,558,527,849,58,558,527,849,469,291,136479,469,291,136479,3,3,thunderstrike,1.2181999683380127,1
test__32__obj002__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__32__obj002__thunderstrike.png,test,thunderstrike,32.jpg,32,32.xml,32,32.jpg,32,2,2,1,0,1,0,0,739,692,987,975,739,692,987,975,248,283,70184,248,283,70184,3,3,thunderstrike,0.5951954126358032,1
